"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Population Served Count","Cities Served","Counties Served","# of Facilities","# of Violations","# of Site Visits"
"CA1400110","PARK WEST MUTUAL WATER COMPANY","Region 9","California","Community water system","200","-","-","6","0","7"
"CA1400135","WILSON CIRCLE MUTUAL WATER COMPANY","Region 9","California","Community water system","129","-","-","7","1","14"
"CA1400144","SUNLAND VILLAGE MOBILE HOME PARK","Region 9","California","Community water system","42","-","-","3","1","7"
"CA5401003","EAST OROSI CSD","Region 9","California","Community water system","700","-","-","5","60","9"
"CA4500290","PINE GROVE MOBILEHOME PARK","Region 9","California","Community water system","40","-","-","3","3","8"
"CA4100503","BUTANO CANYON MUTUAL","Region 9","California","Community water system","150","-","-","4","30","76"
"CA4100512","LOMA MAR MUTUAL","Region 9","California","Community water system","65","-","-","3","42","62"
"CA5401038","AKIN WATER CO","Region 9","California","Community water system","75","-","-","3","10","6"
"CA4500022","HAT CREEK WATER COMPANY, LLC","Region 9","California","Community water system","50","-","-","5","93","7"
"CA4500023","HAT CREEK HIGHLANDS MUTUAL WATER CO","Region 9","California","Community water system","75","-","-","5","47","8"
"CA5700554","CAMPERS INN - RV & GOLF COURSE","Region 9","California","Community water system","120","-","-","5","9","7"
"CA4500106","RIO VISTA MOBILEHOME ESTATES","Region 9","California","Community water system","25","-","-","3","10","10"
"CA5700615","YOLO CO HOUSING AUTHORITY","Region 9","California","Community water system","432","-","-","9","6","10"
"CA5700649","WESTUCKY WATER ASSOC","Region 9","California","Community water system","33","-","-","3","24","9"
"CA5700700","CACHEVILLE SERVICE DIST","Region 9","California","Community water system","400","-","-","8","7","9"
"CA5700707","ROLLING ACRES MUTUAL WATER COMPANY","Region 9","California","Community water system","40","-","-","3","19","10"
"CA2701822","ROBLEY PROPERTY MWS","Region 9","California","Community water system","80","-","-","3","8","7"
"CA2700838","SPRING CANYON WA","Region 9","California","Community water system","99","-","-","7","14","12"
"CA2700970","CHEROKEE ACRES MHP WS","Region 9","California","Community water system","36","-","-","5","46","7"
"CA2700547","DESMOND RD WS #03","Region 9","California","Community water system","55","-","-","2","18","12"
"CA2700638","MAHER RD WS #05","Region 9","California","Community water system","51","-","-","2","31","9"
"CA2700503","ASSISI MWC","Region 9","California","Community water system","126","-","-","4","25","10"
"CA5403110","SIERRA MUTUAL WATER CO","Region 9","California","Community water system","39","-","-","4","27","4"
"CA2700713","ROLLING HILLS RANCHO WA","Region 9","California","Community water system","177","-","-","13","33","12"
"CA2000724","SA#14 CHUK CHANSE SUBDIVISION","Region 9","California","Community water system","100","-","-","19","1","8"
"CA2000293","MD#46 AHWAHNEE RESORTS","Region 9","California","Community water system","300","-","-","28","44","9"
"CA1502622","GOSFORD ROAD WATER COMPANY","Region 9","California","Community water system","50","-","-","3","25","4"
"CA3600209","ROCKY COMFORT MUTUAL WATER CO","Region 9","California","Community water system","160","-","-","2","15","22"
"CA3600215","GILBERT STREET COMPLEX","Region 9","California","Community water system","1,000","-","-","4","2","30"
"CA3600220","CSA 42 ORO GRANDE","Region 9","California","Community water system","700","-","-","6","2","16"
"CA0910012","TAHOE CITY PUD - RUBICON","Region 9","California","Community water system","939","TAHOE CITY","-","10","3","12"
"CA3110011","TAHOE CITY PUD - MCKINNEY/QUAIL","Region 9","California","Community water system","844","TAHOE CITY","-","17","1","12"
"CA3110010","TAHOE CITY PUD - MAIN","Region 9","California","Community water system","5,661","TAHOE CITY","-","27","4","24"
"CA2910003","TRUCKEE-DONNER PUD, MAIN","Region 9","California","Community water system","16,280","-","-","49","2","23"
"CA2910010","TRUCKEE-DONNER PUD - HIRSCHDALE","Region 9","California","Community water system","48","-","-","4","2","2"
"CA5210002","GERBER LAS FLORES CSD","Region 9","California","Community water system","1,200","-","-","11","4","16"
"CA4300716","LUPIN LODGE","Region 9","California","Community water system","300","-","-","15","32","8"
"CA1000248","DOUBLE L MOBILE RANCH PARK","Region 9","California","Community water system","80","-","-","5","41","8"
"CA4000230","CANYON CREST MUTUAL BENEFIT WC","Region 9","California","Community water system","125","-","-","7","1","7"
"CA4000789","SPANISH LAKES MUTUAL WATER CO","Region 9","California","Community water system","40","-","-","3","0","8"
"CA3210009","CHESTER PUBLIC U.D.","Region 9","California","Community water system","2,645","-","-","9","5","24"
"CA4000802","SANTA YSABEL RANCH MWC","Region 9","California","Community water system","25","-","-","4","0","4"
"CA4000803","RANCHO SALINAS  MBWC","Region 9","California","Community water system","50","-","-","4","0","5"
"CA5400604","MOUNTAIN VIEW DUPLEXES","Region 9","California","Community water system","108","-","-","6","7","8"
"CA5400819","MOUNTAIN VIEW MHP","Region 9","California","Community water system","44","-","-","4","15","7"
"CA5400875","DIXON WATER COMPANY","Region 9","California","Community water system","28","-","-","4","10","1"
"CA5500071","RAWHIDE INVESTMENT COMPANY","Region 9","California","Community water system","269","-","-","4","7","8"
"CA1800524","LASSEN MOBILE HOME PARK","Region 9","California","Community water system","62","-","-","2","8","5"
"CA3310009","EASTERN MUNICIPAL WD","Region 9","California","Community water system","512,711","-","-","135","3","79"
"CA1910042","PICO RIVERA - CITY, WATER DEPT.","Region 9","California","Community water system","39,000","PICO RIVERA","-","37","4","30"
"CA1910244","GREEN VALLEY CWD","Region 9","California","Community water system","1,000","-","-","21","2","15"
"CA3000852","RANCHO MISSION VIEJO","Region 9","California","Community water system","24","-","-","5","9","14"
"CA4910202","SONOMA DEVELOPMENTAL CENTER","Region 9","California","Community water system","3,000","-","-","13","4","9"
"CA2910013","WASHINGTON RIDGE C.C.","Region 9","California","Community water system","100","-","-","10","0","3"
"CA4210024","LA CUMBRE MUTUAL WATER CO","Region 9","California","Community water system","4,900","-","-","22","2","16"
"CA2300604","POINT OF VIEW MUTUAL WATER CO","Region 9","California","Community water system","57","-","-","8","5","3"
"CA4110018","CITY OF MILLBRAE","Region 9","California","Community water system","21,500","MILLBRAE","-","6","0","17"
"CA1310005","HOLTVILLE, CITY OF","Region 9","California","Community water system","6,032","HOLTVILLE","-","4","10","15"
"CA4900639","REDWOOD HEIGHTS MUTUAL WATER COMPANY","Region 9","California","Community water system","30","-","-","3","44","2"
"CA5400600","GOLDEN KEY APARTMENTS","Region 9","California","Community water system","48","-","-","2","9","7"
"CA3301879","SHARONDALE MESA HOA","Region 9","California","Community water system","330","-","-","6","17","7"
"CA4910020","SONOMA COUNTY WATER AGENCY","Region 9","California","Community water system","0","-","-","31","2","18"
"CA5500064","MULLER MUTUAL WATER COMPANY","Region 9","California","Community water system","154","-","-","4","27","6"
"CA3010101","SANTA MARGARITA WATER DISTRICT","Region 9","California","Community water system","154,231","-","-","10","1","34"
"CA4010014","CAMBRIA COMM SERVICES DIST","Region 9","California","Community water system","6,032","-","-","19","6","18"
"CA1000345","PANOCHE WATER DISTRICT","Region 9","California","Community water system","146","-","-","3","42","14"
"CA3010071","JOINT REGIONAL WATER SUPPLY SYSTEM","Region 9","California","Community water system","1,100,000","-","-","6","0","16"
"CA3010055","SOUTH COAST WD - CAPISTRANO BEACH","Region 9","California","Community water system","1,000,000","-","-","17","0","18"
"CA3010042","SOUTH COAST WD - SOUTH COAST","Region 9","California","Community water system","1,000,000","-","-","5","1","18"
"CA0510003","ANGELS, CITY OF","Region 9","California","Community water system","3,836","ANGELS CAMP","-","3","10","24"
"CA1200643","BEACH CREEK MOBILE HOME PARK","Region 9","California","Community water system","50","-","-","4","35","21"
"CA1910067","LOS ANGELES-CITY, DEPT. OF WATER & POWER","Region 9","California","Community water system","3,987,622","LOS ANGELES","-","368","4","285"
"CA1000080","LOWER LINE CREEK IMPRVMNT ASSN","Region 9","California","Community water system","354","-","-","3","31","6"
"CA5200534","PASKENTA COMM. SERVICES DIST.","Region 9","California","Community water system","120","-","-","3","31","1"
"CA4200802","OAK TRAIL RANCH MUTUAL WATER","Region 9","California","Community water system","105","-","-","3","4","7"
"CA4100551","MARCHI CENTRAL FARM","Region 9","California","Community water system","50","-","-","9","7","54"
"CA2310001","FORT BRAGG, CITY OF","Region 9","California","Community water system","7,250","FORT BRAGG","-","5","1","18"
"CA5010018","RIVERBANK, CITY OF","Region 9","California","Community water system","23,298","RIVERBANK","-","13","13","19"
"CA2300837","YOKAYO WATER SYSTEM","Region 9","California","Community water system","75","-","-","3","8","3"
"CA1310800","CALIPATRIA STATE PRISON","Region 9","California","Community water system","4,800","-","-","3","5","11"
"CA1700519","CRESCENT BAY IMPROVEMENT COMPANY","Region 9","California","Community water system","88","-","-","3","20","6"
"CA4910005","HEALDSBURG, CITY OF","Region 9","California","Community water system","11,687","HEALDSBURG","-","24","3","10"
"CA3910701","DEFENSE DISTRIB. DEPOT, SHARPE SITE","Region 9","California","Community water system","500","-","-","10","8","11"
"CA4900560","KELLY MUTUAL WATER COMPANY","Region 9","California","Community water system","135","-","-","4","10","4"
"CA2702004","RALPH LANE  WS","Region 9","California","Community water system","66","-","-","3","5","11"
"CA2701257","GARRAPATA WC INC","Region 9","California","Community water system","150","-","-","5","3","3"
"CA2710021","CAL AM WATER COMPANY - TORO","Region 9","California","Community water system","1,148","-","-","13","13","11"
"CA2710004","CAL AM WATER COMPANY - MONTEREY","Region 9","California","Community water system","96,754","-","-","114","8","36"
"CA2710022","CAL AM WATER COMPANY - HIDDEN HILLS","Region 9","California","Community water system","1,246","-","-","9","0","7"
"CA2710006","CAL AM WATER COMPANY - AMBLER PARK","Region 9","California","Community water system","1,114","-","-","14","3","7"
"CA2701202","CAL AM WATER COMPANY - CHUALAR","Region 9","California","Community water system","748","-","-","6","3","5"
"CA2701882","CAL AM WATER COMPANY - BISHOP","Region 9","California","Community water system","930","-","-","10","3","7"
"CA5610035","RIO MANOR MUTUAL WATER CO","Region 9","California","Community water system","900","-","-","5","9","11"
"CA5610068","CLOVERDALE MUTUAL WATER CO.","Region 9","California","Community water system","450","-","-","7","3","11"
"CA4500107","ZUFALL'S MOBILEHOME PARK","Region 9","California","Community water system","140","-","-","4","6","7"
"CA1910253","CENTRAL BASIN MWD","Region 9","California","Community water system","0","-","-","5","0","1"
"CA1810003","LASSEN COUNTY WATER DISTRICT #1","Region 9","California","Community water system","320","-","-","5","1","9"
"CA1910092","MONTEREY PARK-CITY, WATER DEPT.","Region 9","California","Community water system","62,183","MONTEREY PARK","-","71","1","46"
"CA4900562","DIAMOND A MUTUAL WATER COMPANY","Region 9","California","Community water system","420","-","-","7","11","2"
"CA5400744","EAST THREE RIVERS MUTUAL","Region 9","California","Community water system","28","-","-","4","1","1"
"CA3700905","PINE HILLS MUTUAL WATER COMPANY","Region 9","California","Community water system","760","-","-","9","21","19"
"CA1200518","RIVERSIDE CSD","Region 9","California","Community water system","293","-","-","7","12","6"
"CA2000832","SKP PARK OF THE SIERRAS INC","Region 9","California","Community water system","238","-","-","18","0","10"
"CA1500296","FULLER ACRES MUTUAL WATER COMPANY","Region 9","California","Community water system","545","-","-","5","12","6"
"CA3010010","CITY OF FULLERTON","Region 9","California","Community water system","138,251","FULLERTON","-","46","3","21"
"CA4300856","SPRING VALLEY HEIGHTS ASSOCIATION INC","Region 9","California","Community water system","65","-","-","6","2","4"
"CA1502659","OWENS PEAK SOUTH","Region 9","California","Community water system","40","-","-","2","3","4"
"CA5610063","CAMROSA WATER DISTRICT","Region 9","California","Community water system","30,000","-","-","24","2","17"
"CA1810001","CITY OF SUSANVILLE","Region 9","California","Community water system","9,547","SUSANVILLE","-","14","4","42"
"CA1910211","LIBERTY UTILITIES - BELLFLOWER-NORWALK","Region 9","California","Community water system","72,884","-","-","73","0","47"
"CA1910161","LIBERTY UTILITIES - LYNWOOD","Region 9","California","Community water system","24,791","-","-","33","0","36"
"CA1910021","LIBERTY UTILITIES - COMPTON","Region 9","California","Community water system","24,698","-","-","29","2","20"
"CA3110031","WARD WELL WATER COMPANY","Region 9","California","Community water system","375","-","-","4","3","5"
"CA2000557","MD#43 MIAMI CREEK KNOLLS","Region 9","California","Community water system","100","-","-","26","5","6"
"CA1000445","LINDA VISTA FARMS","Region 9","California","Community water system","61","-","-","5","31","6"
"CA1910255","NEWHALL CWD-TESORO DEL VALLE","Region 9","California","Community water system","3,831","-","-","3","0","6"
"CA1910250","NEWHALL CWD-PINETREE","Region 9","California","Community water system","9,164","-","-","10","2","12"
"CA1600023","AZCAL MANAGEMENT CO","Region 9","California","Community water system","75","-","-","3","27","10"
"CA1910247","NEWHALL CWD-CASTAIC","Region 9","California","Community water system","6,313","-","-","11","1","22"
"CA1910096","NEWHALL CWD-NEWHALL","Region 9","California","Community water system","12,514","-","-","16","1","19"
"CA3110029","ALPINE SPRINGS COUNTY WATER DISTRICT","Region 9","California","Community water system","200","-","-","14","2","8"
"CA1500459","LAKE OF THE WOODS MOBILE VILLAGE","Region 9","California","Community water system","81","-","-","2","12","5"
"CA1010052","SIERRA CEDARS CSD","Region 9","California","Community water system","875","-","-","12","14","4"
"CA4410018","CENTRAL WATER DISTRICT","Region 9","California","Community water system","2,700","-","-","16","4","7"
"CA1910091","MONTEBELLO LAND & WATER CO.","Region 9","California","Community water system","32,219","-","-","19","2","16"
"CA1710004","LAKEPORT, CITY OF","Region 9","California","Community water system","4,699","LAKEPORT","-","8","5","10"
"CA1500152","MIRASOL COMPANY WATER SYSTEM","Region 9","California","Community water system","29","-","-","4","26","5"
"CA3410006","CITRUS HEIGHTS WATER DISTRICT","Region 9","California","Community water system","66,500","-","-","25","2","25"
"CA4900901","SOBRE VISTA WATER COMPANY","Region 9","California","Community water system","80","-","-","11","10","3"
"CA4300832","SOUTH COUNTY RETIREMENT HOME","Region 9","California","Community water system","110","-","-","3","3","5"
"CA3710026","VALLEY CENTER MWD","Region 9","California","Community water system","25,450","-","-","24","4","16"
"CA1100445","ORLAND MOBILE H.P.","Region 9","California","Community water system","95","-","-","4","5","14"
"CA1900046","PETER PITCHESS HONOR RANCHO DETN. CTR","Region 9","California","Community water system","7,500","-","-","24","7","22"
"CA1910248","LOS ANGELES CO WW DIST 37-ACTON","Region 9","California","Community water system","6,492","-","-","7","0","25"
"CA1910005","LOS ANGELES CO WW DIST 40 REG 38 LAKE LA","Region 9","California","Community water system","13,670","-","-","13","1","28"
"CA1910075","LOS ANGELES CO WW DIST 21-KAGEL CANYON","Region 9","California","Community water system","1,102","-","-","9","1","19"
"CA1910070","LOS ANGELES CO WW DIST 4 & 34-LANCASTER","Region 9","California","Community water system","181,293","-","-","153","4","61"
"CA1910027","LOS ANGELES CWWD 40 REG. 35 - N.E. L.A.","Region 9","California","Community water system","782","-","-","8","1","19"
"CA1910025","LOS ANGELES CWWD 40 REG. 39-ROCK CREEK","Region 9","California","Community water system","1,318","-","-","4","1","21"
"CA1910204","LOS ANGELES CO WW DISTRICT 29 & 80-MALIB","Region 9","California","Community water system","31,115","-","-","7","4","57"
"CA1910203","LOS ANGELES CWWD 40, R24, 27,33-PEARBLSM","Region 9","California","Community water system","10,590","-","-","33","1","29"
"CA1910185","LOS ANGELES CO WW DIST 36-VAL VERDE","Region 9","California","Community water system","5,137","-","-","23","1","28"
"CA3310017","SOUTH MESA WC","Region 9","California","Community water system","9,851","-","-","30","8","8"
"CA2300644","WOODSIDE RV PARK","Region 9","California","Community water system","280","-","-","10","10","6"
"CA1500575","SAN JOAQUIN ESTATES MUTUAL WATER COMPANY","Region 9","California","Community water system","165","-","-","3","39","5"
"CA1500493","EL ADOBE POA, INC.","Region 9","California","Community water system","200","-","-","5","52","6"
"CA1810002","WESTWOOD C.S.D.","Region 9","California","Community water system","2,000","-","-","3","7","14"
"CA1210018","TRINIDAD, CITY OF","Region 9","California","Community water system","1,000","TRINIDAD","-","3","9","21"
"CA0510011","SNOWSHOE SPRINGS ASSN.","Region 9","California","Community water system","270","-","-","3","4","10"
"CA1009232","SUMNER PECK RANCH","Region 9","California","Community water system","42","-","-","3","45","18"
"CA1010001","BAKMAN WATER COMPANY","Region 9","California","Community water system","8,866","-","-","32","3","11"
"CA5601116","SAN CAYETANO MUTUAL WATER CO","Region 9","California","Community water system","45","-","-","12","6","9"
"CA4910003","PENNGROVE WATER COMPANY (PUC)","Region 9","California","Community water system","1,200","-","-","3","3","2"
"CA4910025","KENWOOD VILLAGE WATER COMPANY (PUC)","Region 9","California","Community water system","1,016","-","-","6","2","5"
"CA1700581","CACHE CREEK MOBILE HOME PARK","Region 9","California","Community water system","250","-","-","5","21","11"
"CA5610056","VINEYARD AVE ESTATES MWC","Region 9","California","Community water system","1,200","-","-","6","3","9"
"CA2000501","BASS LAKE ANNEX #3","Region 9","California","Community water system","42","-","-","21","23","7"
"CA2000502","BASS LAKE HEIGHTS MUTUAL WATER","Region 9","California","Community water system","250","-","-","33","38","7"
"CA2000509","CASCADEL MUTUAL WATER SYSTEM","Region 9","California","Community water system","300","-","-","27","14","22"
"CA2000511","MD#85 VALETA","Region 9","California","Community water system","45","-","-","16","12","9"
"CA2000512","EAST ACRES MUTUAL WATER COMPANY","Region 9","California","Community water system","250","-","-","22","37","6"
"CA2000524","SKY ACRES MUTUAL WATER CORP","Region 9","California","Community water system","265","-","-","22","19","6"
"CA2000526","PIKE RANCH MUTUAL WATER CO","Region 9","California","Community water system","149","-","-","23","43","5"
"CA2000527","YOSEMITE FORKS EST MUTUAL","Region 9","California","Community water system","110","-","-","28","25","8"
"CA2000534","LEISURE ACRES MUTUAL WATER COMPANY","Region 9","California","Community water system","45","-","-","18","27","7"
"CA2000550","MD#06 LAKE SHORE PARK","Region 9","California","Community water system","130","-","-","22","70","7"
"CA2000551","MD#07 MARINA VIEW HEIGHTS","Region 9","California","Community water system","200","-","-","20","44","9"
"CA2000552","MD#24 TEAFORD MEADOW LAKES","Region 9","California","Community water system","150","-","-","23","24","7"
"CA2000553","MD#28 RIPPERDAN SELF HELP","Region 9","California","Community water system","48","-","-","17","10","10"
"CA2000554","MD#33 FAIRMEAD","Region 9","California","Community water system","568","-","-","22","8","12"
"CA0901217","BEAR STATE WATER WORKS","Region 9","California","Community water system","100","-","-","8","11","4"
"CA1700610","BELLA LAGO MOBILE HOME PARK","Region 9","California","Community water system","152","-","-","5","26","7"
"CA4900600","RINCON VALLEY MOBILE ESTATES","Region 9","California","Community water system","460","-","-","5","9","4"
"CA1910163","VALENCIA HEIGHTS WATER CO.","Region 9","California","Community water system","7,500","-","-","18","3","27"
"CA4010003","SAN MIGUELITO MWC","Region 9","California","Community water system","1,395","-","-","22","1","10"
"CA5301001","BUCKTAIL MUTUAL WATER COMPANY","Region 9","California","Community water system","19","-","-","6","7","10"
"CA1910022","CALIF STATE POLYTECHNICAL UNIV - POMONA","Region 9","California","Community water system","26,092","-","-","13","2","25"
"CA4900612","HEIGHTS MUTUAL WATER COMPANY","Region 9","California","Community water system","350","-","-","17","7","4"
"CA4010081","WOODLANDS DEVELOPMENT","Region 9","California","Community water system","1,000","-","-","7","1","3"
"CA3010064","CITY OF WESTMINSTER","Region 9","California","Community water system","91,169","WESTMINSTER","-","58","4","23"
"CA5410010","PORTERVILLE, CITY OF","Region 9","California","Community water system","61,946","PORTERVILLE","-","128","2","14"
"CA5410048","PORTERVILLE-JONES CORNER","Region 9","California","Community water system","339","-","-","5","0","3"
"CA5510852","BASELINE CONSERVATION CAMP","Region 9","California","Community water system","150","-","-","5","11","6"
"CA3210004","QUINCY COMMUNITY S.D.","Region 9","California","Community water system","1,879","-","-","18","4","22"
"CA1910160","TRACT 349 MUTUAL WATER CO.","Region 9","California","Community water system","7,500","-","-","8","1","15"
"CA0310006","RIVER PINES PUD","Region 9","California","Community water system","510","-","-","19","7","14"
"CA1910146","SANTA MONICA-CITY, WATER DIVISION","Region 9","California","Community water system","93,283","SANTA MONICA","-","40","0","144"
"CA4910024","GEYSERVILLE WATER WORKS (PUC)","Region 9","California","Community water system","1,030","-","-","5","1","4"
"CA5610039","CHANNEL ISLANDS BEACH CSD","Region 9","California","Community water system","5,613","-","-","16","0","14"
"CA1503329","HART CREEK ESTATES MUTUAL WATER CO.","Region 9","California","Community water system","140","-","-","10","7","8"
"CA1500557","STOCKDALE RANCHOS MUTUAL WATER CO","Region 9","California","Community water system","313","-","-","2","5","5"
"CA1910166","VALLEY WATER CO.","Region 9","California","Community water system","9,900","-","-","13","2","25"
"CA4900510","SOUTH CLOVERDALE WATER COMPANY","Region 9","California","Community water system","90","-","-","5","10","3"
"CA1100452","SHADY OAKS TRAILER PARK","Region 9","California","Community water system","48","-","-","2","3","12"
"CA1200591","BIG LAGOON PARK WATER CO.","Region 9","California","Community water system","35","-","-","5","12","6"
"CA1910125","PICO WD","Region 9","California","Community water system","25,284","-","-","24","2","19"
"CA0103041","TRAILER HAVEN MOBILE HOME PARK","Region 9","California","Community water system","240","-","-","3","3","6"
"CA3500527","VALENZUELA WATER SYSTEM","Region 9","California","Community water system","55","-","-","3","41","12"
"CA5610023","VENTURA WWD NO. 8 - SIMI VALLEY","Region 9","California","Community water system","86,000","-","-","22","4","18"
"CA5602101","ESTERINA PROPERTIES","Region 9","California","Community water system","50","-","-","5","17","9"
"CA1910103","PALM RANCH IRRIGATION DIST.","Region 9","California","Community water system","5,530","-","-","16","0","19"
"CA1500563","CHINA LAKE ACRES MUTUAL WATER COMPANY","Region 9","California","Community water system","59","-","-","3","8","4"
"CA2810003","NAPA, CITY OF","Region 9","California","Community water system","86,051","NAPA","-","9","8","18"
"CA1710014","MT. KONOCTI MUTUAL WATER COMPANY","Region 9","California","Community water system","3,150","-","-","3","4","14"
"CA1010013","HUME LAKE CHRISTIAN CAMPS, INC","Region 9","California","Community water system","2,887","-","-","24","3","11"
"CA5602110","NAVALAIR MOBILE HOME PARK","Region 9","California","Community water system","160","-","-","5","10","6"
"CA1500251","RIVERKERN MUTUAL WATER COMPANY","Region 9","California","Community water system","336","-","-","13","10","6"
"CA2710005","CASTROVILLE COMMUNITY SERVICES DISTRICT","Region 9","California","Community water system","7,100","-","-","16","6","14"
"CA4300543","WEST SAN MARTIN WATER WORKS INC","Region 9","California","Community water system","1,403","-","-","14","12","8"
"CA1910249","WHITE FENCE FARMS MUTUAL WATER CO.","Region 9","California","Community water system","1,145","-","-","17","28","33"
"CA1700546","CLEARWATER MUTUAL WATER COMPANY","Region 9","California","Community water system","263","-","-","3","37","8"
"CA3010046","CITY OF TUSTIN","Region 9","California","Community water system","67,700","TUSTIN","-","43","4","25"
"CA1500508","TWIN PINES MOBILEHOME PARK","Region 9","California","Community water system","92","-","-","3","11","4"
"CA5602104","DEL NORTE MUTUAL WATER CO.","Region 9","California","Community water system","195","-","-","14","9","6"
"CA2710023","TASCO SPRECKELS WATER COMPANY","Region 9","California","Community water system","1,079","-","-","14","3","12"
"CA1500564","HOMETOWN WATER ASSOCIATION","Region 9","California","Community water system","25","-","-","2","11","4"
"CA1100405","BLACK BUTTE MOBILE H.P.","Region 9","California","Community water system","129","-","-","2","5","12"
"CA5410001","CUTLER PUD","Region 9","California","Community water system","6,200","-","-","13","15","9"
"CA3310033","SANTA ANA RIVER WATER COMPANY","Region 9","California","Community water system","8,080","-","-","27","16","8"
"CA1009172","VAQUERO FARMS","Region 9","California","Community water system","70","-","-","3","52","17"
"CA1500336","BURLANDO HEIGHTS MUTUAL WATER CO.","Region 9","California","Community water system","45","-","-","3","12","4"
"CA5301101","TREASURE CREEK WOODS MWC","Region 9","California","Community water system","50","-","-","4","4","6"
"CA1910029","CITY OF INDUSTRY WATERWORKS SYSTEMS","Region 9","California","Community water system","7,000","LA PUENTE","-","18","1","28"
"CA1910060","LA PUENTE VALLEY CWD","Region 9","California","Community water system","9,852","-","-","22","0","50"
"CA1010005","FIREBAUGH CITY","Region 9","California","Community water system","7,619","FIREBAUGH","-","25","15","13"
"CA1009020","FIVE POINTS RANCH","Region 9","California","Community water system","100","-","-","4","19","7"
"CA5410021","EARLIMART PUD","Region 9","California","Community water system","8,300","-","-","15","18","10"
"CA4900795","STONEGATE MOBILE HOME PARK","Region 9","California","Community water system","100","-","-","3","8","4"
"CA1502699","EAST WILSON ROAD WATER COMPANY","Region 9","California","Community water system","35","-","-","2","42","4"
"CA2300606","LAKE VIEW MUTUAL WATER CO.","Region 9","California","Community water system","90","-","-","11","8","3"
"CA4300831","MT. EDEN MUTUAL WATER COMPANY","Region 9","California","Community water system","110","-","-","2","5","6"
"CA5410025","WOODVILLE PUBLIC UTILITY DIST","Region 9","California","Community water system","1,673","-","-","9","6","10"
"CA1910056","LAKE ELIZABETH MUTUAL WATER CO.","Region 9","California","Community water system","1,790","-","-","12","4","15"
"CA5310002","TRINITY CO. W.W. DIST #1","Region 9","California","Community water system","1,500","-","-","4","3","19"
"CA4300994","RIVERSIDE RV PARK","Region 9","California","Community water system","500","-","-","2","0","4"
"CA1510005","DELANO, CITY OF","Region 9","California","Community water system","54,318","DELANO","-","67","46","13"
"CA1009111","SCE/BIG CREEK POWERHOUSE #1","Region 9","California","Community water system","126","-","-","7","34","23"
"CA0410008","THERMALITO WATER & SEWER DISTRICT","Region 9","California","Community water system","9,513","-","-","17","4","25"
"CA5110001","CITY OF LIVE OAK","Region 9","California","Community water system","8,700","LIVE OAK","-","24","17","38"
"CA4310020","CITY OF SAN JOSE - EVG/EDV/COY","Region 9","California","Community water system","93,300","SAN JOSE","-","21","3","14"
"CA4310019","CITY OF SAN JOSE - NSJ/ALVISO","Region 9","California","Community water system","15,300","SAN JOSE","-","9","4","14"
"CA4310012","CITY OF SANTA CLARA","Region 9","California","Community water system","117,200","SANTA CLARA","-","48","3","16"
"CA3500817","LICO LABOR CAMP","Region 9","California","Community water system","25","-","-","6","15","5"
"CA3110048","PLACER CSA - SHERIDAN","Region 9","California","Community water system","726","-","-","5","2","7"
"CA1805004","CDCR-HIGH DESERT STATE PRISON","Region 9","California","Community water system","9,132","-","-","28","10","25"
"CA4600019","SIERRA CO. W.W.D #1 CALPINE","Region 9","California","Community water system","225","-","-","3","57","15"
"CA4810011","SID - ELMIRA","Region 9","California","Community water system","314","-","-","3","1","7"
"CA4810025","SID - PLEASANT HILLS RANCH","Region 9","California","Community water system","73","-","-","4","1","1"
"CA1502164","LLANAS CAMP FOUR WATER SYSTEM","Region 9","California","Community water system","54","-","-","3","9","6"
"CA4310022","GREAT OAKS WC INC","Region 9","California","Community water system","99,199","-","-","28","5","23"
"CA1000378","SUNSET WEST COMMUNITY LLC","Region 9","California","Community water system","350","-","-","3","5","5"
"CA2310002","ROGINA WATER COMPANY INC.","Region 9","California","Community water system","3,700","-","-","9","1","7"
"CA1910086","MAYWOOD MUTUAL WATER CO. #3","Region 9","California","Community water system","9,500","-","-","13","4","18"
"CA3710036","BORREGO WD","Region 9","California","Community water system","6,832","-","-","42","5","9"
"CA2010003","BASS LAKE WATER COMPANY","Region 9","California","Community water system","4,527","-","-","14","3","9"
"CA3410026","CALIFORNIA STATE FAIR","Region 9","California","Community water system","90,000","-","-","5","4","6"
"CA4710013","LAKE SHASTINA C.S.D","Region 9","California","Community water system","2,400","-","-","6","5","14"
"CA5010038","MODESTO IRRIGATION DISTRICT","Region 9","California","Community water system","16","-","-","4","0","22"
"CA3010038","CITY OF SANTA ANA","Region 9","California","Community water system","329,815","SANTA ANA","-","110","5","34"
"CA3010094","TRABUCO CANYON WATER DISTRICT","Region 9","California","Community water system","14,900","-","-","17","4","28"
"CA1310700","NAF EL CENTRO","Region 9","California","Community water system","961","-","-","4","6","15"
"CA4810004","CITY OF RIO VISTA","Region 9","California","Community water system","7,376","RIO VISTA","-","20","6","18"
"CA4610002","DOWNIEVILLE PUBLIC U.D.","Region 9","California","Community water system","282","-","-","3","8","24"
"CA1000295","KINGS PARK APARTMENTS","Region 9","California","Community water system","120","-","-","4","24","8"
"CA1200698","MOBILE ESTATES  FN","Region 9","California","Community water system","120","-","-","3","11","8"
